"Begin Time","SERVER","DISTRICT","GROUP","SYSTEM","CELL","CARRIER","BS","WiMAX: Integration Measurement.Number of Successful Controlled Handover","WiMAX: Integration Measurement.Number of Successful Uncontrolled Handover","WiMAX: Integration Measurement.Number of Successful Initial Network Entry DHCP","WiMAX: Integration Measurement.Number of Abnormal Releases by BS"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8003]MY45009","0","0","0","0","0","41","0"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8003]MY45009","1","0","1","0","0","0","0"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8003]MY45009","2","0","2","49","1","78","1"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8004]MY45012","0","0","0","0","0","16","1"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8004]MY45012","1","0","1","45","2","81","8"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8004]MY45012","2","0","2","0","0","0","0"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8005]MY45016","0","0","0","89","0","69","2"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8005]MY45016","1","0","1","99","1","31","4"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8005]MY45016","2","0","2","0","0","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2054]Test BTS_Banani(BBUB)","2","0","2","","","0",""
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2055]DH17005","0","0","0","139","9","22","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2055]DH17005","1","0","1","129","9","25","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2055]DH17005","2","0","2","43","5","55","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2059]DH17030","0","0","0","5","6","21","5"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2059]DH17030","1","0","1","13","5","67","4"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2059]DH17030","2","0","2","18","2","50","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2061]DH17054","0","0","0","0","0","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2061]DH17054","1","0","1","42","0","14","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2061]DH17054","2","0","2","6","0","10","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2067]DH17143","0","0","0","0","0","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2067]DH17143","1","0","1","6","1","8","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2067]DH17143","2","0","2","15","5","18","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2081]DH17130","0","0","0","51","3","36","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2081]DH17130","1","0","1","120","20","65","3"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2081]DH17130","2","0","2","27","0","2","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2123]DH17067","0","0","0","0","0","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2123]DH17067","1","0","1","69","2","23","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2123]DH17067","2","0","2","47","2","38","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2128]DH17139","0","0","0","28","5","113","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2128]DH17139","1","0","1","24","2","49","3"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2128]DH17139","2","0","2","55","2","56","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2134]DH17104","0","0","0","7","0","26","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2134]DH17104","1","0","1","18","0","0","5"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2134]DH17104","2","0","2","0","2","25","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2137]DH17079","0","0","0","38","3","44","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2137]DH17079","1","0","1","28","0","37","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2137]DH17079","2","0","2","0","0","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2140]DH17103","0","0","0","63","3","33","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2140]DH17103","1","0","1","77","3","24","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2140]DH17103","2","0","2","12","0","80","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2148]DH17124","0","0","0","6","3","72","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2148]DH17124","1","0","1","17","11","273","4"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2148]DH17124","2","0","2","1","2","22","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2149]DH17125","0","0","0","24","0","39","3"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2149]DH17125","1","0","1","21","0","40","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2149]DH17125","2","0","2","24","0","44","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2164]DH17131","0","0","0","90","13","71","8"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2164]DH17131","1","0","1","42","11","64","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2164]DH17131","2","0","2","0","0","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2167]DH17123","0","0","0","69","50","34","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2167]DH17123","1","0","1","57","5","18","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2167]DH17123","2","0","2","0","0","7","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2194]DH17141","0","0","0","4","4","17","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2194]DH17141","1","0","1","11","6","25","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2194]DH17141","2","0","2","16","2","48","6"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2210]DH17047","0","0","0","166","11","106","37"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2210]DH17047","1","0","1","40","1","7","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2210]DH17047","2","0","2","107","0","55","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2214]DH17163","0","0","0","150","7","41","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2214]DH17163","1","0","1","99","0","40","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2214]DH17163","2","0","2","3","2","48","4"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2239]DH17126","0","0","0","71","4","59","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2239]DH17126","1","0","1","166","2","56","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2239]DH17126","2","0","2","0","0","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2244]DH17132","0","0","0","23","1","106","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2244]DH17132","1","0","1","47","3","74","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2244]DH17132","2","0","2","47","9","33","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2246]DH17122","0","0","0","3","0","27","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2246]DH17122","1","0","1","4","1","24","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2246]DH17122","2","0","2","6","0","15","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2279]DH17140","0","0","0","103","1","56","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2279]DH17140","1","0","1","147","0","12","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2279]DH17140","2","0","2","109","4","43","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2287]DH17113","0","0","0","617","23","124","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2287]DH17113","1","0","1","50","4","145","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2287]DH17113","2","0","2","645","17","173","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2288]DH17167","0","0","0","10","5","34","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2288]DH17167","1","0","1","19","5","40","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2288]DH17167","2","0","2","15","0","64","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2291]DH17127","0","0","0","43","5","54","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2291]DH17127","1","0","1","32","3","61","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2291]DH17127","2","0","2","50","0","26","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2292]DH17133","0","0","0","438","14","39","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2292]DH17133","1","0","1","273","7","55","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2292]DH17133","2","0","2","422","6","103","6"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2293]DH17338","0","0","0","2","0","4","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2293]DH17338","1","0","1","0","0","3","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2293]DH17338","2","0","2","0","0","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2316]DH17128","0","0","0","80","0","42","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2316]DH17128","1","0","1","16","1","51","10"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2316]DH17128","2","0","2","31","2","162","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2318]DH17134","0","0","0","328","3","72","5"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2318]DH17134","1","0","1","139","26","82","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2318]DH17134","2","0","2","163","21","62","10"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2339]DH17136","0","0","0","50","6","56","10"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2339]DH17136","1","0","1","50","2","50","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2339]DH17136","2","0","2","34","10","41","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2365]DH17138","0","0","0","12","4","5","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2365]DH17138","1","0","1","122","1","19","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2365]DH17138","2","0","2","153","4","19","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2367]DH17369","0","0","0","26","4","23","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2367]DH17369","1","0","1","90","6","23","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2367]DH17369","2","0","2","164","24","62","3"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2369]DH17382","0","0","0","52","0","35","3"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2369]DH17382","1","0","1","16","6","9","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2369]DH17382","2","0","2","67","5","25","1"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2382]DH17160","0","0","0","20","0","100","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2382]DH17160","1","0","1","48","7","48","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2382]DH17160","2","0","2","47","0","26","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2401]DH17621","0","0","0","1","0","10","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2401]DH17621","1","0","1","2","0","6","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2401]DH17621","2","0","2","0","0","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2402]DH17625","0","0","0","1","0","13","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2402]DH17625","1","0","1","0","0","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2402]DH17625","2","0","2","7","0","42","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[4000]DH17142","0","0","0","31","7","53","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[4000]DH17142","1","0","1","0","0","0","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[4000]DH17142","2","0","2","47","0","27","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6005]DH17022","0","0","0","22","0","44","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6005]DH17022","1","0","1","4","5","77","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6005]DH17022","2","0","2","17","2","55","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6006]DH17010","0","0","0","28","2","15","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6006]DH17010","1","0","1","35","5","16","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6006]DH17010","2","0","2","70","8","123","3"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6007]DH17084","0","0","0","1","0","15","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6007]DH17084","1","0","1","16","1","17","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6007]DH17084","2","0","2","19","0","30","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6008]DH17023","0","0","0","180","2","52","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6008]DH17023","1","0","1","110","0","44","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6008]DH17023","2","0","2","123","12","47","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6009]DH17032","0","0","0","147","17","20","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6009]DH17032","1","0","1","10","1","30","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6009]DH17032","2","0","2","5","0","37","2"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6010]DH17129","0","0","0","13","4","37","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6010]DH17129","1","0","1","77","5","39","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6010]DH17129","2","0","2","72","10","35","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6011]DH17137","0","0","0","18","2","50","4"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6011]DH17137","1","0","1","293","4","118","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6011]DH17137","2","0","2","374","13","50","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6012]DH17455","0","0","0","2","0","16","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6012]DH17455","1","0","1","7","0","16","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6012]DH17455","2","0","2","11","1","17","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6018]DH17048","0","0","0","7","1","54","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6018]DH17048","1","0","1","4","0","36","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6018]DH17048","2","0","2","24","7","34","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6019]DH17038","0","0","0","314","3","69","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6019]DH17038","1","0","1","4","1","45","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6019]DH17038","2","0","2","26","1","357","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6020]DH17066","0","0","0","75","4","52","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6020]DH17066","1","0","1","94","3","72","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6020]DH17066","2","0","2","138","23","114","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6022]DH17037","0","0","0","60","8","64","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6022]DH17037","1","0","1","13","1","54","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6022]DH17037","2","0","2","67","14","64","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6046]DH17135","0","0","0","21","4","22","1"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6046]DH17135","1","0","1","49","6","23","0"
"2016-09-26","[100002]CNO2","[2]DHAKA - BBUC","-","[6046]DH17135","2","0","2","1","1","30","0"
"2016-09-26","[100002]CNO2","[4]PICO","[2]PICO-DHAKA","[0]PICO2-Uttara","-","0","-","0","0","0","0"
"2016-09-26","[100002]CNO2","[8]NG","-","[3700]NG47068","0","0","0","480","8","100","8"
"2016-09-26","[100002]CNO2","[8]NG","-","[3700]NG47068","1","0","1","196","6","126","2"
"2016-09-26","[100002]CNO2","[8]NG","-","[3700]NG47068","2","0","2","656","3","130","1"
"2016-09-26","[100002]CNO2","[8]NG","-","[3701]NG47001","0","0","0","110","3","76","1"
"2016-09-26","[100002]CNO2","[8]NG","-","[3701]NG47001","1","0","1","79","2","37","1"
"2016-09-26","[100002]CNO2","[8]NG","-","[3701]NG47001","2","0","2","117","9","43","0"
"2016-09-26","[100002]CNO2","[8]NG","-","[3702]NG47002","0","0","0","0","0","0","0"
"2016-09-26","[100002]CNO2","[8]NG","-","[3702]NG47002","1","0","1","72","36","129","2"
"2016-09-26","[100002]CNO2","[8]NG","-","[3702]NG47002","2","0","2","61","83","139","6"
"2016-09-26","[100002]CNO2","[8]NG","-","[3703]NG47101","0","0","0","53","0","88","0"
"2016-09-26","[100002]CNO2","[8]NG","-","[3703]NG47101","1","0","1","182","11","79","2"
"2016-09-26","[100002]CNO2","[8]NG","-","[3703]NG47101","2","0","2","167","5","31","1"
"2016-09-26","[100002]CNO2","[8]NG","-","[3704]NG47084","0","0","0","451","5","115","0"
"2016-09-26","[100002]CNO2","[8]NG","-","[3704]NG47084","1","0","1","129","23","185","1"
"2016-09-26","[100002]CNO2","[8]NG","-","[3704]NG47084","2","0","2","477","16","160","4"
"2016-09-26","[100002]CNO2","[8]NG","-","[3705]NG47093","0","0","0","16","6","150","2"
"2016-09-26","[100002]CNO2","[8]NG","-","[3705]NG47093","1","0","1","73","22","99","2"
"2016-09-26","[100002]CNO2","[8]NG","-","[3705]NG47093","2","0","2","44","11","112","1"
"2016-09-26","[100002]CNO2","[8]NG","-","[3710]NG47100","0","0","0","102","29","174","1"
"2016-09-26","[100002]CNO2","[8]NG","-","[3710]NG47100","1","0","1","111","7","124","0"
"2016-09-26","[100002]CNO2","[8]NG","-","[3710]NG47100","2","0","2","121","15","75","0"
"2016-09-26","[100002]CNO2","[8]NG","-","[3713]NG47103","0","0","0","72","5","130","0"
"2016-09-26","[100002]CNO2","[8]NG","-","[3713]NG47103","1","0","1","37","5","70","1"
"2016-09-26","[100002]CNO2","[8]NG","-","[3713]NG47103","2","0","2","67","3","42","1"
"2016-09-26","[100002]CNO2","[8]NG","-","[3714]NG47104","0","0","0","567","9","140","5"
"2016-09-26","[100002]CNO2","[8]NG","-","[3714]NG47104","1","0","1","294","33","176","0"
"2016-09-26","[100002]CNO2","[8]NG","-","[3714]NG47104","2","0","2","357","12","90","3"
"2016-09-26","[100002]CNO2","[8]NG","-","[3763]NG47063","0","0","0","9","0","72","9"
"2016-09-26","[100002]CNO2","[8]NG","-","[3763]NG47063","1","0","1","22","3","59","2"
"2016-09-26","[100002]CNO2","[8]NG","-","[3763]NG47063","2","0","2","0","0","0","0"
"2016-09-26","[100002]CNO2","[8]NG","-","[3794]NG47094","0","0","0","85","10","189","4"
"2016-09-26","[100002]CNO2","[8]NG","-","[3794]NG47094","1","0","1","11","13","75","0"
"2016-09-26","[100002]CNO2","[8]NG","-","[3794]NG47094","2","0","2","56","6","290","4"
"2016-09-26","[100002]CNO2","[8]NG","-","[3799]NG47099","0","0","0","279","18","208","2"
"2016-09-26","[100002]CNO2","[8]NG","-","[3799]NG47099","1","0","1","32","1","100","0"
"2016-09-26","[100002]CNO2","[8]NG","-","[3799]NG47099","2","0","2","689","34","75","0"
"2016-09-26","[100002]CNO2","[9]GP","-","[3800]GP37020","0","0","0","40","4","374","2"
"2016-09-26","[100002]CNO2","[9]GP","-","[3800]GP37020","1","0","1","167","37","291","2"
"2016-09-26","[100002]CNO2","[9]GP","-","[3800]GP37020","2","0","2","49","4","363","0"
"2016-09-26","[100002]CNO2","[9]GP","-","[3801]GP37021","0","0","0","475","97","338","4"
"2016-09-26","[100002]CNO2","[9]GP","-","[3801]GP37021","1","0","1","170","16","406","2"
"2016-09-26","[100002]CNO2","[9]GP","-","[3801]GP37021","2","0","2","43","3","343","1"
"2016-09-26","[100002]CNO2","[9]GP","-","[3802]GP37014","0","0","0","5","1","87","6"
"2016-09-26","[100002]CNO2","[9]GP","-","[3802]GP37014","1","0","1","27","1","49","6"
"2016-09-26","[100002]CNO2","[9]GP","-","[3802]GP37014","2","0","2","33","0","101","9"
"2016-09-26","[100002]CNO2","[9]GP","-","[3803]GP37015","0","0","0","44","13","79","0"
"2016-09-26","[100002]CNO2","[9]GP","-","[3803]GP37015","1","0","1","35","1","47","1"
"2016-09-26","[100002]CNO2","[9]GP","-","[3803]GP37015","2","0","2","35","16","116","0"
"2016-09-26","[100002]CNO2","[9]GP","-","[3804]GP37004","0","0","0","106","0","114","1"
"2016-09-26","[100002]CNO2","[9]GP","-","[3804]GP37004","1","0","1","27","1","111","0"
"2016-09-26","[100002]CNO2","[9]GP","-","[3804]GP37004","2","0","2","95","1","72","3"
"2016-09-26","[100002]CNO2","[9]GP","-","[3805]GP37048","0","0","0","110","2","159","14"
"2016-09-26","[100002]CNO2","[9]GP","-","[3805]GP37048","1","0","1","0","0","0","0"
"2016-09-26","[100002]CNO2","[9]GP","-","[3805]GP37048","2","0","2","454","16","389","24"
"2016-09-26","[100002]CNO2","[9]GP","-","[6000]GP37007","0","0","0","1","0","165","2"
"2016-09-26","[100002]CNO2","[9]GP","-","[6000]GP37007","1","0","1","1362","70","204","1"
"2016-09-26","[100002]CNO2","[9]GP","-","[6000]GP37007","2","0","2","1364","45","119","0"
"2016-09-26","[100002]CNO2","[9]GP","-","[7001]GP37001","0","0","0","343","1","141","3"
"2016-09-26","[100002]CNO2","[9]GP","-","[7001]GP37001","1","0","1","208","0","87","3"
"2016-09-26","[100002]CNO2","[9]GP","-","[7001]GP37001","2","0","2","300","1","46","1"
"2016-09-26","[100002]CNO2","[9]GP","-","[7002]GP37017","0","0","0","563","41","297","25"
"2016-09-26","[100002]CNO2","[9]GP","-","[7002]GP37017","1","0","1","191","19","167","29"
"2016-09-26","[100002]CNO2","[9]GP","-","[7002]GP37017","2","0","2","369","36","331","22"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8001]MY45001","0","0","0","84","36","54","2"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8001]MY45001","1","0","1","101","91","91","1"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8001]MY45001","2","0","2","98","23","89","2"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8002]MY45007","0","0","0","172","31","52","0"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8002]MY45007","1","0","1","63","14","29","4"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8002]MY45007","2","0","2","28","2","47","1"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8003]MY45009","0","0","0","4","2","22","0"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8003]MY45009","1","0","1","0","0","0","0"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8003]MY45009","2","0","2","91","0","51","1"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8004]MY45012","0","0","0","0","0","13","0"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8004]MY45012","1","0","1","58","22","63","4"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8004]MY45012","2","0","2","0","0","0","0"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8005]MY45016","0","0","0","7","0","30","1"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8005]MY45016","1","0","1","16","11","39","0"
"2016-09-26","[100002]CNO2","[10]MYMENSING-BBUB","-","[8005]MY45016","2","0","2","0","0","0","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2054]Test BTS_Banani(BBUB)","2","0","2","0","0","0","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2055]DH17005","0","0","0","173","7","31","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2055]DH17005","1","0","1","106","26","25","2"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2055]DH17005","2","0","2","14","2","44","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2059]DH17030","0","0","0","18","5","26","7"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2059]DH17030","1","0","1","12","10","66","6"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2059]DH17030","2","0","2","25","1","112","17"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2061]DH17054","0","0","0","0","0","0","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2061]DH17054","1","0","1","6","0","19","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2061]DH17054","2","0","2","2","0","5","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2067]DH17143","0","0","0","0","0","0","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2067]DH17143","1","0","1","22","2","18","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2067]DH17143","2","0","2","5","7","15","0"
"2016-09-27","[100002]CNO2","[1]DHAKA-BBUB","-","[2081]DH17130","0","0","0","52","2","31","2"
